Hours Studies,Attendance,Sleep Hours,Parental Education,Extra Activities,Previous Score,Result (Pass/Fail)
5.5,70,8.4,Diploma,No,93,Pass
1.2,65,5.4,Undergraduate,No,44,Fail
4.2,64,6.6,High School,No,86,Pass
1.2,77,9.0,Postgraduate,Yes,46,Fail
8.0,76,5.0,Postgraduate,Yes,57,Pass
0.8,86,6.3,Undergraduate,No,68,Fail
9.6,56,7.6,Undergraduate,Yes,63,Pass
1.4,83,7.5,Undergraduate,Yes,57,Fail
1.3,89,4.7,Diploma,Yes,79,Fail
6.2,83,7.2,High School,Yes,51,Pass
7.3,94,4.7,High School,No,40,Pass
6.0,54,7.7,High School,No,64,Fail
8.7,75,7.0,Postgraduate,No,78,Pass
9.2,73,8.9,Diploma,No,78,Pass
3.6,79,9.1,Diploma,No,82,Pass
3.9,72,7.1,High School,Yes,73,Pass
7.9,58,9.3,Undergraduate,Yes,46,Pass
8.3,72,5.8,Postgraduate,Yes,42,Pass
3.9,50,7.8,Undergraduate,No,95,Fail
7.4,71,5.3,Undergraduate,No,48,Pass
7.8,70,6.4,Diploma,Yes,60,Pass
6.8,72,5.6,Undergraduate,Yes,48,Pass
7.2,79,6.0,Diploma,No,76,Pass
6.9,51,6.8,Undergraduate,Yes,84,Pass
9.8,69,7.0,Postgraduate,Yes,43,Pass
1.1,63,9.1,Undergraduate,No,46,Fail
7.6,69,9.4,Postgraduate,Yes,48,Pass
1.8,64,9.1,Diploma,No,55,Fail
9.4,52,8.7,Undergraduate,Yes,36,Pass
7.7,53,7.9,Undergraduate,Yes,81,Pass
8.9,91,4.6,High School,No,41,Pass
5.7,72,7.0,PhD,Yes,50,Pass
0.6,86,7.6,Diploma,No,51,Fail
0.8,64,4.9,Undergraduate,Yes,47,Fail
8.1,73,9.4,Undergraduate,No,55,Pass
9.6,54,4.8,High School,No,90,Pass
9.5,60,7.6,High School,Yes,42,Pass
4.1,96,4.8,Undergraduate,No,59,Pass
4.8,54,7.5,Undergraduate,No,44,Fail
3.3,92,7.8,Diploma,No,94,Pass
2.0,68,8.9,Diploma,Yes,35,Fail
7.9,78,5.7,Diploma,No,51,Pass
8.5,58,4.6,Undergraduate,No,96,Pass
9.5,87,8.6,Postgraduate,Yes,42,Pass
9.4,69,5.7,Postgraduate,Yes,50,Pass
9.2,92,8.1,Undergraduate,No,71,Pass
7.4,94,8.0,Undergraduate,Yes,42,Pass
1.2,81,6.8,Undergraduate,Yes,46,Fail
8.3,56,8.7,High School,Yes,94,Pass
3.7,98,6.3,Diploma,No,87,Pass
4.7,59,7.5,Postgraduate,Yes,94,Pass
3.9,56,7.1,Undergraduate,No,98,Pass
9.1,51,8.2,Undergraduate,Yes,99,Pass
8.6,68,6.3,Diploma,Yes,38,Pass
6.0,54,7.7,Postgraduate,Yes,66,Pass
6.8,63,7.7,Postgraduate,No,38,Fail
1.5,72,5.4,High School,No,65,Fail
4.7,62,6.5,Undergraduate,No,43,Fail
8.0,79,4.6,Undergraduate,Yes,64,Pass
7.1,78,8.3,Diploma,Yes,64,Pass
1.4,91,5.8,Postgraduate,No,66,Fail
2.7,67,5.9,PhD,No,74,Fail
4.3,53,4.9,High School,Yes,81,Fail
6.4,78,7.3,Postgraduate,Yes,62,Pass
2.7,58,7.2,Postgraduate,No,92,Fail
9.9,80,7.6,High School,No,41,Pass
5.8,67,8.8,PhD,No,43,Fail
6.1,78,4.9,Postgraduate,No,44,Fail
1.2,60,4.8,Postgraduate,No,87,Fail
9.1,68,5.4,Undergraduate,Yes,77,Pass
0.7,59,8.5,Postgraduate,Yes,92,Fail
2.9,82,7.6,Postgraduate,No,36,Fail
3.2,100,8.2,Undergraduate,Yes,55,Pass
6.8,64,6.6,Diploma,No,57,Pass
4.3,91,6.1,Diploma,Yes,100,Pass
6.8,55,5.7,Undergraduate,No,81,Pass
3.7,50,4.5,Undergraduate,Yes,84,Fail
7.4,56,6.9,High School,Yes,80,Pass
6.7,74,9.3,High School,No,73,Pass
5.8,64,8.8,Postgraduate,Yes,61,Pass
8.6,70,9.3,Undergraduate,No,56,Pass
0.7,86,8.1,Diploma,No,60,Fail
9.4,51,5.8,PhD,No,38,Pass
6.4,62,8.0,Diploma,Yes,38,Fail
2.7,81,6.8,Undergraduate,No,40,Fail
2.1,87,9.0,Undergraduate,Yes,45,Fail
9.2,53,7.5,Postgraduate,Yes,61,Pass
3.8,50,8.8,Undergraduate,Yes,36,Fail
2.2,55,9.2,Undergraduate,Yes,85,Fail
7.4,70,5.6,PhD,No,49,Pass
8.2,55,8.5,Postgraduate,No,56,Pass
9.2,62,9.0,Diploma,No,100,Pass
9.4,99,5.0,Undergraduate,Yes,97,Pass
9.2,50,6.8,Postgraduate,No,72,Pass
5.1,81,6.5,High School,No,51,Fail
1.9,53,7.4,PhD,No,63,Fail
5.0,77,4.7,Postgraduate,Yes,88,Pass
6.4,85,9.0,Postgraduate,No,70,Pass
1.9,98,5.9,Undergraduate,Yes,80,Pass
4.7,68,5.1,Diploma,No,75,Fail
6.0,64,7.4,High School,Yes,79,Pass
1.1,90,5.2,Postgraduate,Yes,65,Fail
1.8,79,5.0,Postgraduate,Yes,88,Fail
9.2,55,9.0,Diploma,Yes,85,Pass
3.8,55,6.1,Undergraduate,Yes,36,Fail
0.5,52,5.5,Postgraduate,No,90,Fail
5.4,97,8.5,PhD,No,81,Pass
1.7,100,7.4,Undergraduate,No,62,Fail
7.0,64,9.5,Undergraduate,No,49,Pass
7.8,84,7.9,Postgraduate,No,81,Pass
1.3,95,8.5,Diploma,No,79,Pass
9.9,85,6.3,Diploma,Yes,51,Pass
4.9,89,7.3,Undergraduate,No,44,Pass
1.9,93,5.6,Undergraduate,No,43,Fail
2.8,69,4.7,Diploma,Yes,65,Fail
6.6,69,8.0,Diploma,Yes,58,Pass
7.6,78,4.6,Undergraduate,No,94,Pass
7.8,92,8.6,High School,No,42,Pass
8.3,69,8.3,Undergraduate,No,74,Pass
8.7,58,6.1,Postgraduate,No,79,Pass
6.5,98,6.1,PhD,No,54,Pass
7.2,87,8.2,Postgraduate,Yes,86,Pass
5.1,55,7.4,PhD,No,43,Fail
8.7,62,6.9,Undergraduate,Yes,74,Pass
2.3,90,5.4,Postgraduate,No,70,Fail
2.8,99,7.5,Undergraduate,No,80,Pass
8.9,94,6.9,High School,Yes,69,Pass
6.4,75,8.1,Undergraduate,No,39,Pass
6.8,90,7.8,Postgraduate,No,86,Pass
4.9,70,4.6,Undergraduate,Yes,38,Fail
8.5,77,7.5,Undergraduate,No,56,Pass
8.3,69,6.4,Diploma,Yes,42,Pass
6.1,83,7.2,Undergraduate,No,92,Pass
0.9,54,4.5,High School,Yes,41,Fail
9.8,98,7.0,Undergraduate,Yes,86,Pass
9.4,51,4.9,PhD,Yes,59,Pass
1.1,76,4.9,Undergraduate,Yes,70,Fail
6.8,75,4.7,Undergraduate,No,55,Pass
1.3,73,5.0,High School,No,93,Fail
4.9,64,5.5,Undergraduate,Yes,79,Pass
4.5,91,5.9,Postgraduate,No,72,Pass
4.6,68,8.6,Undergraduate,Yes,93,Pass
3.6,63,6.1,Postgraduate,Yes,88,Pass
8.2,77,5.7,Undergraduate,No,44,Pass
2.6,51,7.7,Undergraduate,Yes,76,Fail
5.8,86,7.4,Postgraduate,No,80,Pass
9.2,54,7.9,Undergraduate,Yes,75,Pass
9.2,79,6.9,Diploma,No,64,Pass
8.1,80,9.3,Postgraduate,No,82,Pass
4.1,92,8.8,High School,Yes,68,Pass
7.4,82,6.8,Diploma,No,99,Pass
2.5,78,6.3,Postgraduate,No,69,Fail
7.3,78,8.0,Undergraduate,Yes,83,Pass
8.9,67,6.2,Undergraduate,Yes,35,Pass
2.8,63,5.9,Diploma,No,90,Fail
2.4,75,8.0,High School,No,85,Fail
2.7,95,5.4,Postgraduate,Yes,51,Fail
1.8,82,7.6,Undergraduate,Yes,67,Fail
9.9,74,9.2,Postgraduate,Yes,35,Pass
6.5,69,5.8,High School,Yes,39,Fail
9.6,62,5.5,High School,No,74,Pass
5.2,94,7.6,Undergraduate,Yes,84,Pass
5.3,52,6.1,Postgraduate,Yes,57,Fail
1.6,75,5.1,Diploma,Yes,88,Fail
7.3,88,4.6,Diploma,No,73,Pass
2.8,54,7.7,PhD,No,66,Fail
5.4,69,6.9,Postgraduate,Yes,59,Pass
8.8,78,7.0,Diploma,No,54,Pass
1.6,80,9.5,PhD,Yes,82,Pass
5.3,56,8.9,Undergraduate,No,56,Fail
5.0,98,8.6,Undergraduate,Yes,48,Pass
1.4,51,6.1,Diploma,No,85,Fail
5.3,100,7.9,PhD,No,82,Pass
8.1,50,4.9,Postgraduate,Yes,99,Pass
5.9,55,6.2,Undergraduate,Yes,41,Fail
9.4,64,5.6,Diploma,Yes,59,Pass
8.6,78,8.0,High School,No,52,Pass
1.0,54,7.0,High School,No,36,Fail
7.7,67,5.1,Postgraduate,Yes,72,Pass
5.6,71,7.3,PhD,No,41,Fail
5.3,59,8.3,High School,No,71,Fail
6.7,88,4.6,Undergraduate,No,38,Pass
0.8,55,8.1,Diploma,Yes,64,Fail
6.3,79,5.5,Undergraduate,Yes,63,Pass
8.6,67,8.4,Postgraduate,No,87,Pass
7.4,100,8.9,High School,Yes,74,Pass
6.7,98,5.7,Postgraduate,No,79,Pass
0.8,65,6.6,Postgraduate,Yes,45,Fail
3.4,88,7.0,Postgraduate,Yes,63,Pass
6.2,56,7.6,Undergraduate,Yes,53,Fail
4.0,65,8.0,Undergraduate,Yes,44,Fail
4.7,71,8.2,Diploma,Yes,45,Fail
2.3,54,5.4,Postgraduate,Yes,60,Fail
2.9,99,8.7,Postgraduate,No,91,Pass
2.3,59,9.3,PhD,No,44,Fail
5.4,59,6.5,Diploma,Yes,73,Pass
6.6,99,4.7,PhD,Yes,70,Pass
1.7,90,7.0,Postgraduate,No,63,Fail
6.2,69,9.3,Postgraduate,No,45,Pass
5.8,59,8.0,Postgraduate,No,44,Fail
3.9,57,9.4,Undergraduate,No,42,Fail
5.5,61,9.1,High School,No,59,Fail
5.7,76,9.3,Undergraduate,Yes,79,Pass
5.9,70,8.8,Undergraduate,Yes,60,Pass
2.6,55,8.3,Diploma,Yes,55,Fail
8.3,85,4.8,Undergraduate,Yes,42,Pass
4.5,72,5.8,PhD,No,87,Pass
5.8,70,9.0,High School,Yes,37,Fail
3.8,100,5.4,Undergraduate,No,81,Pass
2.2,76,7.9,Diploma,No,44,Fail
2.7,94,5.8,PhD,Yes,94,Pass
2.3,61,5.5,Undergraduate,Yes,51,Fail
5.7,86,9.3,Undergraduate,No,64,Pass
5.5,75,9.2,Undergraduate,Yes,50,Pass
4.7,83,4.8,Postgraduate,Yes,66,Pass
6.1,98,5.8,Postgraduate,Yes,99,Pass
8.2,71,6.5,Undergraduate,No,88,Pass
10.0,61,9.4,Undergraduate,Yes,62,Pass
3.3,50,9.0,High School,No,92,Fail
3.3,99,6.9,Diploma,Yes,56,Pass
2.3,95,8.0,High School,No,46,Fail
4.6,95,7.0,Diploma,Yes,46,Pass
9.2,61,7.1,Postgraduate,Yes,78,Pass
9.6,69,6.3,Postgraduate,Yes,39,Pass
4.2,51,8.1,High School,Yes,71,Fail
2.7,97,4.9,High School,Yes,61,Fail
1.4,81,4.9,Diploma,Yes,83,Fail
2.6,77,5.0,Postgraduate,No,53,Fail
9.6,93,6.2,Undergraduate,Yes,58,Pass
6.5,78,7.4,PhD,No,63,Pass
4.5,56,7.6,Undergraduate,No,59,Fail
3.1,50,8.5,Postgraduate,Yes,89,Fail
2.4,66,9.5,Undergraduate,Yes,51,Fail
9.3,97,7.4,PhD,Yes,44,Pass
1.1,64,4.7,Diploma,Yes,70,Fail
9.1,55,4.6,PhD,Yes,87,Pass
1.0,71,7.4,Undergraduate,Yes,43,Fail
2.4,60,7.3,Postgraduate,Yes,75,Fail
1.4,66,8.3,Diploma,Yes,88,Fail
6.0,88,7.0,Undergraduate,No,54,Pass
7.0,90,9.2,Diploma,Yes,88,Pass
5.2,87,8.0,Undergraduate,Yes,73,Pass
7.4,85,5.5,Diploma,No,61,Pass
7.2,81,8.8,PhD,Yes,90,Pass
2.9,100,8.3,Diploma,No,87,Pass
9.9,98,8.9,Undergraduate,Yes,78,Pass
9.2,86,8.6,High School,Yes,97,Pass
2.2,58,9.2,High School,Yes,57,Fail
6.2,81,4.6,Undergraduate,No,84,Pass
2.9,55,6.3,Postgraduate,Yes,55,Fail
2.9,97,9.2,Diploma,No,49,Fail
5.8,62,9.2,Postgraduate,No,92,Pass
9.0,55,9.2,Diploma,Yes,98,Pass
1.7,57,7.7,Diploma,No,100,Fail
9.2,78,7.7,Undergraduate,No,74,Pass
1.2,85,8.6,Diploma,Yes,97,Pass
6.6,64,8.1,PhD,No,60,Pass
2.3,57,7.3,Diploma,No,50,Fail
8.7,78,7.6,Diploma,Yes,62,Pass
0.9,90,7.8,PhD,Yes,76,Pass
1.4,62,7.8,Undergraduate,Yes,96,Fail
8.8,75,5.3,High School,No,79,Pass
7.5,51,6.8,High School,No,98,Pass
7.4,60,4.7,Undergraduate,Yes,75,Pass
9.9,100,9.2,Diploma,Yes,87,Pass
7.6,75,5.5,Undergraduate,Yes,57,Pass
5.4,85,4.5,High School,Yes,39,Fail
8.8,68,7.5,Postgraduate,Yes,54,Pass
1.3,76,4.5,Undergraduate,No,59,Fail
9.4,73,9.3,PhD,Yes,37,Pass
1.9,56,8.3,Postgraduate,Yes,86,Fail
1.0,97,6.4,Diploma,No,77,Pass
3.3,60,6.8,High School,No,53,Fail
4.3,91,5.1,Undergraduate,No,95,Pass
7.7,79,6.2,Undergraduate,Yes,72,Pass
8.0,95,8.8,Diploma,Yes,58,Pass
6.4,78,4.8,Undergraduate,Yes,38,Fail
5.3,56,9.3,Postgraduate,No,61,Fail
0.6,78,9.1,Postgraduate,No,100,Pass
3.9,89,8.4,Diploma,No,46,Fail
4.9,71,7.3,Diploma,Yes,44,Fail
2.2,75,8.5,Postgraduate,Yes,70,Fail
6.3,73,6.5,Undergraduate,Yes,97,Pass
7.5,74,7.6,PhD,No,73,Pass
9.9,57,6.9,PhD,No,44,Pass
3.1,66,7.7,High School,Yes,99,Pass
2.2,57,6.1,Postgraduate,Yes,46,Fail
5.1,97,8.3,Undergraduate,Yes,78,Pass
1.4,53,5.0,High School,No,51,Fail
4.3,90,7.0,Diploma,No,53,Pass
3.9,73,8.8,PhD,No,95,Pass
8.6,74,8.9,PhD,No,85,Pass
4.1,75,8.5,PhD,Yes,75,Pass
9.2,93,9.2,Diploma,Yes,77,Pass
1.5,99,8.7,Diploma,Yes,93,Pass
3.2,91,7.2,Undergraduate,Yes,59,Pass
1.7,80,6.8,High School,Yes,51,Fail
7.6,100,9.2,Diploma,No,51,Pass
7.8,63,6.9,High School,No,87,Pass
9.6,71,6.4,PhD,Yes,83,Pass
1.4,86,9.1,Diploma,Yes,63,Fail
5.6,97,5.6,PhD,Yes,73,Pass
2.0,67,4.6,Undergraduate,Yes,88,Fail
4.0,77,7.1,Postgraduate,No,61,Pass
7.8,58,6.1,Diploma,No,97,Pass
9.7,53,5.6,PhD,Yes,38,Pass
4.0,83,8.3,Postgraduate,No,59,Pass
7.7,97,5.9,High School,No,55,Pass
3.2,58,5.6,Undergraduate,No,83,Fail
8.6,79,8.8,Postgraduate,Yes,67,Pass
9.7,79,8.1,Diploma,Yes,61,Pass
1.9,52,7.8,High School,No,43,Fail
3.6,95,6.4,Undergraduate,Yes,84,Pass
9.5,86,6.4,Undergraduate,No,94,Pass
5.1,64,7.8,Diploma,No,85,Pass
3.1,83,8.6,Diploma,No,61,Fail
7.0,98,6.4,Undergraduate,No,45,Pass
0.8,89,5.4,Undergraduate,Yes,64,Fail
2.3,93,5.0,Diploma,Yes,38,Fail
3.1,53,5.4,Postgraduate,No,48,Fail
5.1,79,8.1,Undergraduate,No,98,Pass
0.8,68,9.2,Postgraduate,Yes,67,Fail
4.6,50,7.6,Diploma,Yes,80,Fail
7.5,93,8.3,PhD,No,70,Pass
8.2,56,8.0,Postgraduate,Yes,94,Pass
7.6,52,5.8,Postgraduate,No,74,Pass
0.5,85,7.6,Postgraduate,Yes,39,Fail
7.2,80,6.8,Undergraduate,No,64,Pass
4.6,92,6.7,Postgraduate,No,96,Pass
3.3,69,7.4,Undergraduate,No,37,Fail
2.0,80,5.9,Diploma,Yes,50,Fail
3.6,80,8.4,Diploma,Yes,78,Pass
6.7,96,6.7,Undergraduate,No,80,Pass
8.7,82,5.7,Diploma,No,53,Pass
8.3,79,7.4,Diploma,Yes,94,Pass
4.4,95,5.6,Postgraduate,Yes,40,Pass
3.2,98,5.0,Postgraduate,Yes,91,Pass
6.2,55,9.0,Postgraduate,No,94,Pass
5.1,61,7.3,Undergraduate,No,64,Fail
4.8,87,6.3,PhD,Yes,57,Pass
4.5,81,7.6,PhD,No,95,Pass
5.3,70,5.3,High School,Yes,56,Fail
9.5,83,6.8,Undergraduate,No,64,Pass
6.9,50,4.8,High School,Yes,83,Pass
5.4,62,4.6,Undergraduate,Yes,81,Pass
1.8,97,7.3,High School,No,36,Fail
9.8,53,8.4,Diploma,No,96,Pass
6.5,57,7.9,PhD,No,41,Fail
1.9,73,5.6,High School,No,47,Fail
8.4,82,7.1,Diploma,No,71,Pass
7.3,64,4.6,Diploma,Yes,41,Fail
3.6,92,7.0,Postgraduate,Yes,91,Pass
3.2,68,6.5,High School,Yes,72,Fail
1.9,66,7.6,Diploma,Yes,42,Fail
6.8,95,5.7,Postgraduate,Yes,100,Pass
3.7,56,5.1,Undergraduate,Yes,79,Fail
2.3,97,8.6,Undergraduate,Yes,65,Pass
2.6,57,6.6,Undergraduate,Yes,72,Fail
1.8,66,4.9,Postgraduate,Yes,48,Fail
8.0,96,5.9,Diploma,Yes,49,Pass
5.6,78,9.4,Undergraduate,Yes,47,Pass
2.7,78,9.5,Undergraduate,No,73,Fail
8.1,70,5.6,Undergraduate,Yes,76,Pass
0.9,91,6.7,Diploma,No,100,Pass
9.7,95,9.3,High School,Yes,71,Pass
8.3,99,9.4,Postgraduate,Yes,70,Pass
5.8,54,5.4,Undergraduate,No,98,Pass
5.3,66,8.4,Undergraduate,Yes,48,Fail
5.7,79,9.0,Diploma,Yes,77,Pass
6.6,69,5.2,Undergraduate,Yes,67,Pass
7.5,60,5.4,Undergraduate,Yes,50,Fail
9.6,54,7.6,PhD,No,89,Pass
7.4,54,7.8,Postgraduate,Yes,41,Pass
7.4,68,6.3,Undergraduate,Yes,88,Pass
7.1,64,4.8,PhD,Yes,84,Pass
2.2,69,8.2,High School,Yes,92,Fail
0.5,50,5.0,Undergraduate,Yes,54,Fail
9.7,51,6.8,Undergraduate,Yes,65,Pass
3.2,70,4.8,Undergraduate,Yes,98,Pass
6.0,68,5.9,Undergraduate,Yes,60,Pass
1.6,51,5.5,Diploma,Yes,67,Fail
2.2,52,5.0,Undergraduate,Yes,76,Fail
4.8,64,5.2,Undergraduate,No,51,Fail
1.8,83,8.8,Undergraduate,No,80,Fail
7.9,92,6.0,High School,No,52,Pass
7.7,57,6.1,Undergraduate,No,58,Pass
2.1,51,5.7,Undergraduate,Yes,49,Fail
8.0,82,8.9,Diploma,No,45,Pass
5.0,63,5.9,Diploma,No,54,Fail
7.1,60,7.1,High School,Yes,58,Pass
4.8,78,7.4,Undergraduate,No,81,Pass
6.7,91,6.6,Postgraduate,Yes,94,Pass
2.4,58,7.3,Undergraduate,No,39,Fail
3.0,54,9.3,Postgraduate,Yes,66,Fail
2.7,68,8.0,Undergraduate,Yes,46,Fail
1.5,100,5.7,Postgraduate,No,73,Pass
5.6,87,5.7,Undergraduate,No,92,Pass
4.1,89,5.8,Undergraduate,No,35,Fail
5.1,66,6.5,Postgraduate,No,80,Pass
1.7,98,8.3,Postgraduate,No,89,Pass
9.6,56,6.1,High School,No,55,Pass
5.3,61,9.2,Postgraduate,No,98,Pass
4.0,75,5.7,High School,Yes,51,Fail
2.3,56,4.7,Undergraduate,Yes,63,Fail
1.0,79,9.3,Postgraduate,Yes,99,Pass
4.8,67,6.7,Postgraduate,No,70,Pass
4.8,65,4.9,Undergraduate,Yes,35,Fail
2.7,89,7.3,Postgraduate,No,38,Fail
3.3,51,6.7,Diploma,No,66,Fail
0.7,96,8.3,Diploma,Yes,48,Fail
1.7,87,5.4,Undergraduate,Yes,78,Fail
5.3,52,8.0,Undergraduate,Yes,69,Fail
6.2,52,8.6,Postgraduate,Yes,78,Pass
8.2,70,7.9,Undergraduate,No,63,Pass
8.5,94,5.5,Diploma,Yes,96,Pass
4.9,55,6.0,Undergraduate,Yes,37,Fail
5.6,72,7.7,Diploma,No,86,Pass
2.9,100,7.6,Postgraduate,Yes,95,Pass
1.2,79,8.3,Diploma,No,89,Fail
5.0,51,8.0,Undergraduate,No,89,Pass
6.0,81,7.0,PhD,Yes,58,Pass
7.9,67,8.6,Postgraduate,No,52,Pass
4.3,75,8.6,Undergraduate,Yes,92,Pass
4.5,91,6.8,PhD,No,78,Pass
9.8,97,6.8,Diploma,Yes,55,Pass
6.8,51,6.0,Postgraduate,No,47,Fail
3.7,91,8.1,PhD,No,98,Pass
7.0,63,7.9,Undergraduate,No,88,Pass
2.0,63,6.4,Diploma,Yes,55,Fail
3.6,99,6.5,Undergraduate,No,76,Pass
3.1,67,5.6,Diploma,No,48,Fail
3.9,93,8.2,High School,No,73,Pass
6.3,92,4.6,Undergraduate,No,66,Pass
2.0,62,5.3,Undergraduate,Yes,80,Fail
8.3,57,6.3,PhD,Yes,99,Pass
3.7,87,8.1,High School,Yes,36,Fail
4.0,67,7.4,Undergraduate,No,74,Fail
5.4,57,6.6,Diploma,Yes,71,Pass
3.1,51,6.5,Diploma,Yes,95,Fail
2.1,53,5.9,Undergraduate,No,73,Fail
5.6,58,7.7,Postgraduate,No,88,Pass
0.7,98,6.2,Postgraduate,No,72,Pass
7.0,95,4.5,Undergraduate,Yes,57,Pass
1.5,88,7.3,Undergraduate,No,73,Fail
3.5,63,4.8,Undergraduate,No,80,Fail
6.6,60,8.0,High School,No,90,Pass
6.7,85,5.4,Postgraduate,Yes,68,Pass
6.0,76,7.1,Diploma,No,55,Pass
1.0,81,6.0,Diploma,No,37,Fail
1.7,98,6.4,Diploma,No,73,Pass
2.7,100,6.2,Undergraduate,Yes,43,Fail
7.2,90,6.9,Undergraduate,Yes,96,Pass
5.0,91,8.8,High School,Yes,77,Pass
3.8,63,4.9,Postgraduate,No,83,Fail
4.8,74,5.8,High School,Yes,37,Fail
6.3,51,8.8,PhD,Yes,44,Fail
8.3,53,5.1,Undergraduate,Yes,37,Fail
9.3,65,8.3,Diploma,Yes,70,Pass
5.7,53,4.8,Postgraduate,No,54,Fail
6.4,73,6.6,Undergraduate,No,39,Fail
3.5,71,9.3,Undergraduate,No,72,Fail
5.9,95,7.1,Undergraduate,No,100,Pass
3.4,87,9.2,PhD,No,88,Pass
9.0,55,8.2,Diploma,Yes,83,Pass
5.2,72,8.0,Diploma,No,99,Pass
6.3,98,9.0,Diploma,Yes,96,Pass
2.6,100,4.8,Undergraduate,No,88,Pass
6.9,74,9.0,Undergraduate,No,70,Pass
7.2,62,4.6,High School,Yes,70,Pass
1.3,99,7.3,Undergraduate,Yes,80,Pass
4.8,59,7.7,Undergraduate,No,92,Pass
1.8,93,5.7,Postgraduate,No,35,Fail
5.9,55,8.0,Postgraduate,Yes,79,Pass
2.8,85,5.9,Undergraduate,No,39,Fail
4.6,88,7.6,Undergraduate,Yes,88,Pass
7.5,79,7.6,Postgraduate,Yes,82,Pass
9.7,90,7.7,PhD,No,61,Pass
5.7,55,9.2,PhD,No,89,Pass
2.9,91,6.2,Undergraduate,Yes,42,Fail
8.6,71,9.1,Undergraduate,Yes,81,Pass
4.8,94,6.3,Undergraduate,No,45,Pass
8.8,72,5.6,Undergraduate,Yes,66,Pass
9.0,58,9.1,Postgraduate,Yes,95,Pass
3.3,86,9.1,Diploma,No,59,Fail
6.4,66,8.4,Undergraduate,Yes,75,Pass
9.6,77,7.6,High School,Yes,65,Pass
1.1,67,7.1,High School,Yes,52,Fail
9.1,94,9.0,High School,Yes,78,Pass
7.6,95,6.8,High School,Yes,51,Pass
6.1,67,8.8,Undergraduate,No,96,Pass
4.6,55,7.8,Postgraduate,No,79,Pass
1.1,71,8.5,Postgraduate,Yes,72,Fail
3.0,58,5.5,Postgraduate,Yes,40,Fail
6.1,55,4.7,Postgraduate,No,96,Pass
8.3,98,8.8,Undergraduate,No,97,Pass
1.4,63,6.8,Postgraduate,No,83,Fail
5.2,85,7.2,Undergraduate,Yes,47,Pass
2.2,82,7.8,Undergraduate,No,83,Pass
8.4,94,8.8,High School,No,66,Pass
2.6,53,8.2,Undergraduate,Yes,100,Fail
9.2,77,7.5,Undergraduate,No,62,Pass
1.8,52,5.0,Undergraduate,Yes,93,Fail
9.8,56,6.3,Undergraduate,Yes,93,Pass
7.7,83,6.4,Undergraduate,No,77,Pass
5.3,82,4.7,Undergraduate,No,100,Pass
5.1,70,5.7,High School,No,43,Fail
5.6,95,7.2,Undergraduate,Yes,72,Pass
7.8,94,9.3,Undergraduate,Yes,60,Pass
2.4,77,6.3,Postgraduate,Yes,81,Pass
3.0,80,6.4,Undergraduate,Yes,82,Pass
3.3,85,9.0,Diploma,Yes,66,Pass
2.8,81,5.7,Undergraduate,Yes,38,Fail
4.4,50,9.3,Undergraduate,No,90,Fail
7.7,91,6.0,Postgraduate,No,50,Pass
3.8,84,7.9,Diploma,No,68,Pass
7.3,75,5.5,Undergraduate,Yes,61,Pass
9.1,69,9.4,Undergraduate,No,94,Pass
9.8,92,5.9,Diploma,No,85,Pass
6.8,96,8.5,High School,No,74,Pass
0.7,67,4.8,Diploma,Yes,82,Fail
7.3,85,6.1,Postgraduate,No,79,Pass
0.9,69,6.2,Diploma,Yes,98,Fail
4.9,72,6.0,PhD,No,67,Pass
6.2,64,4.6,Undergraduate,No,44,Fail
2.9,57,9.2,PhD,No,48,Fail
3.3,83,7.4,Diploma,Yes,99,Pass
3.0,55,5.3,Postgraduate,No,69,Fail
0.8,71,5.4,Undergraduate,Yes,66,Fail
7.1,61,5.2,High School,Yes,79,Pass
2.5,81,6.6,Undergraduate,No,44,Fail
8.7,66,7.4,PhD,No,53,Pass
2.3,84,7.3,Postgraduate,Yes,73,Pass
2.1,74,9.1,Undergraduate,Yes,75,Fail
4.6,55,5.6,Postgraduate,No,91,Pass
1.2,94,9.3,Diploma,No,82,Pass
3.5,86,8.4,Diploma,Yes,73,Pass
9.1,67,8.7,Undergraduate,No,70,Pass
4.1,97,9.2,Diploma,Yes,83,Pass
2.9,79,6.5,Undergraduate,No,80,Pass
0.9,80,9.1,Undergraduate,No,85,Fail
4.2,54,4.6,Postgraduate,Yes,42,Fail
0.6,76,4.7,Diploma,Yes,92,Fail
3.3,100,6.0,High School,No,100,Pass
1.5,78,6.0,Undergraduate,No,89,Fail
2.1,72,8.9,Diploma,No,98,Pass
8.6,87,9.3,Postgraduate,No,58,Pass
1.9,64,7.1,High School,Yes,76,Fail
4.1,79,5.6,Diploma,Yes,70,Pass
2.7,70,6.4,High School,No,52,Fail
8.5,78,5.2,High School,Yes,42,Pass
2.0,71,4.5,Diploma,Yes,99,Fail
8.5,76,5.6,Postgraduate,Yes,50,Pass
1.7,80,9.5,Diploma,Yes,41,Fail
4.4,65,5.3,Undergraduate,No,44,Fail
6.3,51,6.7,Undergraduate,Yes,56,Fail
6.0,58,5.9,High School,No,92,Pass
2.1,63,8.1,Undergraduate,No,75,Fail
8.6,92,4.9,Undergraduate,No,42,Pass
3.3,86,6.1,Diploma,Yes,99,Pass
0.7,73,6.4,Diploma,No,60,Fail
2.2,100,5.2,Postgraduate,Yes,47,Fail
4.0,92,5.0,Undergraduate,Yes,70,Pass
